year,inflation,Trade_to_GDP,Exports_to_GDP,Imports_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,iso3c,IncomeGroup
2005,,60.1273297561422,39.6586527436252,20.468677012517,26432447,57707308833.3812,168025129684.058,29783973585.9891,48780790365.9313,VEN,Upper middle income
2006,,58.6655915584603,36.5186216079437,22.1469699505166,26850194,67003462040.0559,162955488738.175,40634711690.7312,65733186217.3167,VEN,Upper middle income
2007,,56.1990954818909,31.1305388597077,25.0685566221832,27247610,71713558453.6563,150649778036.451,57748932929.6693,87429252437.1362,VEN,Upper middle income
2008,,51.8290123789932,30.8216690057259,21.0073433732672,27635832,97382107619.1364,149168300127.151,66373413223.9112,88619869003.8294,VEN,Upper middle income
2009,27.0809414466131,38.5209296583297,18.0715188695789,20.4494107887508,28031009,59597633591.3457,128759763229.458,67439626970.0643,71288173415.4516,VEN,Upper middle income
2010,28.1874647092039,46.1368935240203,28.5304069880193,17.606486536001,28439940,112179378987.665,112179378987.665,69227358957.5036,69227358957.5036,VEN,Upper middle income
2011,26.0902123160955,49.6381215967995,29.9430146096987,19.6951069871008,28888369,94764308628.4476,117412520208.182,62331506073.252,79883774092.95,VEN,Upper middle income
2012,21.0689956331878,50.4035673803654,26.1710142521782,24.2325531281872,29362449,99786475648.7072,119284416303.524,92395390156.9021,99371862109.1267,VEN,Upper middle income
2013,40.6394275161588,54.2777612672313,24.7649783030385,29.5127829641928,29783571,91879401807.2488,111924925772.248,109494012521.889,89745398652.591,VEN,Upper middle income
2014,62.168649979483,48.0908135255646,16.6938273502942,31.3969861752704,30045134,80524231883.1355,106711465936.71,151446288628.624,73113680864.5802,VEN,Upper middle income
2015,121.738085297504,99.7389889244022,36.7373549207788,63.0016340036234,30081829,,105791056579.001,,56222863709.287,VEN,Upper middle income
2016,254.948534781815,59.4080639333929,32.1180398819452,27.2900240514477,29846179,,93382982606.9665,,28077015939.0121,VEN,Upper middle income
2017,,67.1503069140883,30.7174862360691,36.4328206780193,29390409,,93341914021.4125,,18348065066.4708,VEN,Upper middle income
2018,,,,,28870195,,83272584903.6454,,18403295242.8206,VEN,Upper middle income
2019,,,,,,,,,,VEN,Upper middle income
1960,,,,,8048,,,,,VGB,High income
1961,,,,,8167,,,,,VGB,High income
1962,,,,,8310,,,,,VGB,High income
1963,,,,,8476,,,,,VGB,High income
1964,,,,,8646,,,,,VGB,High income
1965,,,,,8830,,,,,VGB,High income
1966,,,,,9025,,,,,VGB,High income
1967,,,,,9222,,,,,VGB,High income
1968,,,,,9421,,,,,VGB,High income
1969,,,,,9626,,,,,VGB,High income
1970,,,,,9827,,,,,VGB,High income
1971,,,,,10017,,,,,VGB,High income
1972,,,,,10208,,,,,VGB,High income
1973,,,,,10392,,,,,VGB,High income
1974,,,,,10562,,,,,VGB,High income
1975,,,,,10699,,,,,VGB,High income
1976,,,,,10821,,,,,VGB,High income
1977,,,,,10928,,,,,VGB,High income
1978,,,,,11045,,,,,VGB,High income
1979,,,,,11218,,,,,VGB,High income
1980,,,,,11478,,,,,VGB,High income
1981,,,,,11826,,,,,VGB,High income
1982,,,,,12249,,,,,VGB,High income
1983,,,,,12752,,,,,VGB,High income
1984,,,,,13322,,,,,VGB,High income
1985,,,,,13956,,,,,VGB,High income
1986,,,,,14649,,,,,VGB,High income
1987,,,,,15407,,,,,VGB,High income
1988,,,,,16154,,,,,VGB,High income
1989,,,,,16862,,,,,VGB,High income
1990,,,,,17489,,,,,VGB,High income
1991,,,,,18006,,,,,VGB,High income
1992,,,,,18438,,,,,VGB,High income
1993,,,,,18786,,,,,VGB,High income
1994,,,,,19074,,,,,VGB,High income
1995,,,,,19313,,,,,VGB,High income
1996,,,,,19502,,,,,VGB,High income
1997,,,,,19665,,,,,VGB,High income
1998,,,,,19821,,,,,VGB,High income
1999,,,,,20026,,,,,VGB,High income
2000,,,,,20311,,,,,VGB,High income
2001,,,,,20675,,,,,VGB,High income
2002,,,,,21129,,,,,VGB,High income
2003,,,,,21672,,,,,VGB,High income
2004,,,,,22334,,,,,VGB,High income
2005,,,,,23107,,,,,VGB,High income
2006,,,,,24023,,,,,VGB,High income
2007,,,,,25047,,,,,VGB,High income
2008,,,,,26097,,,,,VGB,High income
2009,,,,,27039,,,,,VGB,High income
2010,,,,,27794,,,,,VGB,High income
2011,,,,,28319,,,,,VGB,High income
2012,,,,,28650,,,,,VGB,High income
2013,,,,,28847,,,,,VGB,High income
2014,,,,,28989,,,,,VGB,High income
2015,,,,,29152,,,,,VGB,High income
2016,,,,,29355,,,,,VGB,High income
2017,,,,,29577,,,,,VGB,High income
2018,,,,,29802,,,,,VGB,High income
2019,,,,,,,,,,VGB,High income
1960,,,,,32500,,,,,VIR,High income
1961,,,,,34300,,,,,VIR,High income
1962,,,,,35000,,,,,VIR,High income
1963,,,,,39800,,,,,VIR,High income
1964,,,,,40800,,,,,VIR,High income
1965,,,,,43500,,,,,VIR,High income
1966,,,,,46200,,,,,VIR,High income
1967,,,,,49100,,,,,VIR,High income
1968,,,,,55700,,,,,VIR,High income
1969,,,,,60300,,,,,VIR,High income
1970,,,,,63476,,,,,VIR,High income
1971,,,,,70937,,,,,VIR,High income
1972,,,,,76319,,,,,VIR,High income
1973,,,,,84121,,,,,VIR,High income
1974,,,,,89941,,,,,VIR,High income
1975,,,,,94484,,,,,VIR,High income
1976,,,,,96166,,,,,VIR,High income
1977,,,,,93203,,,,,VIR,High income
1978,,,,,95929,,,,,VIR,High income
1979,,,,,96183,,,,,VIR,High income
1980,,,,,99636,,,,,VIR,High income
1981,,,,,99853,,,,,VIR,High income
1982,,,,,100068,,,,,VIR,High income
1983,,,,,100348,,,,,VIR,High income
1984,,,,,100600,,,,,VIR,High income
1985,,,,,100760,,,,,VIR,High income
1986,,,,,100842,,,,,VIR,High income
1987,,,,,100901,,,,,VIR,High income
1988,,,,,100952,,,,,VIR,High income
1989,,,,,101041,,,,,VIR,High income
1990,,,,,103963,,,,,VIR,High income
1991,,,,,104807,,,,,VIR,High income
1992,,,,,105712,,,,,VIR,High income
1993,,,,,106578,,,,,VIR,High income
1994,,,,,107318,,,,,VIR,High income
1995,,,,,107818,,,,,VIR,High income
1996,,,,,108095,,,,,VIR,High income
1997,,,,,108357,,,,,VIR,High income
1998,,,,,108537,,,,,VIR,High income
1999,,,,,108599,,,,,VIR,High income
2000,,,,,108642,,,,,VIR,High income
2001,,,,,108549,,,,,VIR,High income
2002,,281.676353624962,147.109207708779,134.567145916182,108510,4.809e+09,12403420899.0076,4.399e+09,12071318591.3186,VIR,High income
2003,,360.700839849406,188.821314798726,171.879525050681,108506,6.52e+09,14462680969.0601,5.935e+09,14096707616.7076,VIR,High income
2004,,433.640431692551,226.480652803369,207.159778889181,108467,8.604e+09,15404776707.5307,7.87e+09,15141048832.9238,VIR,High income
2005,,500.653300292859,262.041000225276,238.612300067583,108454,1.1632e+10,15526946876.8243,1.0592e+10,15370170966.421,VIR,High income
2006,,548.290408525755,282.637655417407,265.652753108348,108371,1.273e+10,14722135143.0239,1.1965e+10,14529634520.8845,VIR,High income
2007,,556.922756610452,294.420154070373,262.502602540079,108339,1.4141e+10,14775033566.8418,1.2608e+10,13685300470.9255,VIR,High income
2008,,860.8,433.223529411765,427.576470588235,108399,1.8412e+10,14991665207.2388,1.8172e+10,14437226146.6012,VIR,High income
2009,,507.066381156317,254.984534856055,252.081846300262,108405,1.0717e+10,13497914477.5248,1.0595e+10,13411872952.498,VIR,High income
2010,,583.314127679189,298.340631481908,284.973496197281,108358,1.2945e+10,1.2945e+10,1.2365e+10,1.2365e+10,VIR,High income
2011,,675.678225996697,339.018636470866,336.659589525832,108292,1.4371e+10,10779943082.3117,1.4271e+10,10749752252.2523,VIR,High income
2012,,156.092796092796,80.04884004884,76.043956043956,108191,3.278e+09,2328790134.26737,3.114e+09,2343121928.74693,VIR,High income
2013,,140.350877192982,67.1185539606592,73.2323232323232,108044,2.525e+09,1948425277.2913,2.755e+09,2102606981.98198,VIR,High income
2014,,160.795140806184,77.167310877968,83.6278299282165,107884,2.795e+09,2298562463.5143,3.029e+09,2334260851.76085,VIR,High income
2015,,155.389541088581,74.5731056563501,80.8164354322305,107710,2.795e+09,1478636894.33742,3.029e+09,1410177108.92711,VIR,High income
2016,,150.763655190267,72.353093450686,78.4105617395806,107510,2.795e+09,1784692060.7122,3.029e+09,2386161445.53645,VIR,High income
2017,,151.076523994812,72.503242542153,78.5732814526589,107268,2.795e+09,2249442498.54057,3.029e+09,3010234438.98443,VIR,High income
2018,,,,,106977,,,,,VIR,High income
2019,,,,,,,,,,VIR,High income
1960,,,,,32670039,,,,,VNM,Lower middle income
1961,,,,,33666110,,,,,VNM,Lower middle income
1962,,,,,34683407,,,,,VNM,Lower middle income
1963,,,,,35721217,,,,,VNM,Lower middle income
1964,,,,,36779999,,,,,VNM,Lower middle income
1965,,,,,37858951,,,,,VNM,Lower middle income
1966,,,,,38958048,,,,,VNM,Lower middle income
1967,,,,,40072948,,,,,VNM,Lower middle income
1968,,,,,41193601,,,,,VNM,Lower middle income
1969,,,,,42307146,,,,,VNM,Lower middle income
1970,,,,,43404793,,,,,VNM,Lower middle income
1971,,,,,44484035,,,,,VNM,Lower middle income
1972,,,,,45548479,,,,,VNM,Lower middle income
1973,,,,,46603525,,,,,VNM,Lower middle income
1974,,,,,47657561,,,,,VNM,Lower middle income
1975,,,,,48718189,,,,,VNM,Lower middle income
1976,,,,,49785282,,,,,VNM,Lower middle income
1977,,,,,50861162,,,,,VNM,Lower middle income
1978,,,,,51959015,,,,,VNM,Lower middle income
1979,,,,,53095408,,,,,VNM,Lower middle income
1980,,,,,54281846,,,,,VNM,Lower middle income
1981,,,,,55522803,,,,,VNM,Lower middle income
1982,,,,,56814306,,,,,VNM,Lower middle income
1983,,,,,58148384,,,,,VNM,Lower middle income
1984,,,,,59512619,,,,,VNM,Lower middle income
1985,,,,,60896721,,,,,VNM,Lower middle income
1986,,23.2186943238731,6.62253929883138,16.5961550250417,62293856,1744152761.16778,,4370865661.2733,,VNM,Lower middle income
1987,,20.7986065749129,6.0014283728223,14.7971782020906,63701972,2200010145.48288,,5424365692.09743,,VNM,Lower middle income
1988,,18.9504870869001,3.94529822568093,15.0051888612192,65120439,1003045229.32543,,3814891103.64408,,VNM,Lower middle income
1989,,57.9044621549852,23.8493577901968,34.0551043647884,66550234,1500912820.21919,3508165100.81215,2143191577.09241,5143917109.95505,VNM,Lower middle income
1990,,81.315697940889,36.0386136391372,45.2770843017519,67988862,2332325664.6457,3961608548.33708,2930215540.32873,4912612405.30679,VNM,Lower middle income
1991,,66.9469523937841,30.9150393377397,36.0319130560444,69436954,2971976968.91977,5144435757.21736,3463880947.3536,4600281592.75837,VNM,Lower middle income
1992,,73.5768851261173,34.7455958181341,38.8312893079832,70883481,3428344546.96676,6413658563.04735,3831479524.70087,5464850512.59907,VNM,Lower middle income
1993,,66.2122671511785,28.7227826669423,37.4894844842362,72300308,3785936655.43334,6999019806.34531,4941471554.06091,7750417785.52608,VNM,Lower middle income
1994,,77.4731979430249,34.0131286445719,43.460069298453,73651218,5539525589.30177,8118862975.35884,7078095299.82855,10189213881.0801,VNM,Lower middle income
1995,,74.721265920303,32.8128553337382,41.9084105865648,74910461,6804127645.68145,9742635570.43276,8690196941.36229,11846511111.8642,VNM,Lower middle income
1996,5.6749999999999,92.7057468023717,40.8684874256348,51.8372593767369,76068743,10077135261.3214,12080868107.3334,12781756977.5758,14369978312.6317,VNM,Lower middle income
1997,3.20952606261375,94.344484070014,43.1027067532993,51.2417773167147,77133214,11570361483.0546,14013807004.5067,13755189203.8241,15757315890.8065,VNM,Lower middle income
1998,7.26619804400962,97.0012485118983,44.8483033771263,52.152945134772,78115710,12203044875.1131,16676430335.3637,14190608828.5499,18655372019.6327,VNM,Lower middle income
1999,4.11710235771737,102.787406603658,49.966245972491,52.8211606311665,79035871,14332147613.2359,20512009312.499,15151041598.8648,20997645169.4493,VNM,Lower middle income
2000,-1.71033727851113,111.417094419784,53.9214970086223,57.4955974111619,79910412,16808688578.3564,24840262293.2519,17922825684.091,24486229169.7182,VNM,Lower middle income
2001,-0.431544511728142,111.955937998712,55.0619332822697,56.8940047164421,80742499,17997102320.8111,29107940168.628,18595918510.0431,28512225598.4437,VNM,Lower middle income
2002,3.83082838168467,116.696868653395,54.7391336889888,61.9577349644058,81534407,19193787586.9498,32125824350.9495,21724925553.8467,33013138495.9725,VNM,Lower middle income
2003,3.21988995312819,124.327954439793,56.6732579154217,67.6546965243715,82301656,22415697883.6498,38534780412.1789,26759132851.7511,40515304383.2678,VNM,Lower middle income
2004,7.75913129318857,133.016497868887,59.7310414145255,73.2854564543616,83062821,27134530700.5589,48407275381.5782,33292010669.3764,49404039485.9557,VNM,Lower middle income
2005,8.28142176621466,130.714846045026,63.6994926701393,67.0153533748869,83832661,36712091438.1245,57012122462.3103,38623129914.0376,56407607520.1437,VNM,Lower middle income
2006,7.38578680203057,138.313621869598,67.7168143260187,70.5968075435795,84617540,44944777029.2449,63397472441.527,46856276474.358,63170008814.8694,VNM,Lower middle income
2007,8.3037894902698,154.605383996554,70.517874602272,84.0875093942824,85419591,54591007520.8978,71322183359.7804,65095862341.9564,80182696040.0757,VNM,Lower middle income
2008,23.1163162871904,154.317479627758,70.3366919402715,83.9807876874868,86243413,69724976613.6576,81093300022.55,83250410219.4482,92219139599.8499,VNM,Lower middle income
2009,7.05455849909102,134.706317721758,62.6088840664865,72.0974336552711,87092252,66374595429.0185,76969658735.5932,76433848992.6973,85928883588.8981,VNM,Lower middle income
2010,8.86160036095393,152.217368576179,72.0023560728659,80.2150125033135,87967651,83473591218.5112,83473591218.5112,92994667514.9521,92994667514.9521,VNM,Lower middle income
2011,18.6755004246985,162.914550268357,79.3908729873232,83.5236772810337,88871561,107605943514.67,92475763556.9756,113207523251.137,96804119324.5979,VNM,Lower middle income
2012,9.09421607857403,156.553930324559,80.028618800839,76.52531152372,89802487,124700595352.41,107002880511.058,119241741885.923,105608236818.911,VNM,Lower middle income
2013,6.59225589816489,165.094236972632,83.6261411693676,81.4680958032644,90753472,143186372437.711,125593592606.168,139491323458.917,123925423679.14,VNM,Lower middle income
2014,4.71001843381775,169.534513197029,86.4047593411237,83.1297538559053,91714595,160889682239.455,140112353355.334,154791469642.519,139793645426.171,VNM,Lower middle income
2015,0.878603714174476,178.767414715772,89.7792486373269,88.9881660784447,92677076,173490415457.862,157827745782.047,171961718750.27,165118360669.308,VNM,Lower middle income
2016,3.24356743112233,184.686278311417,93.6239390610103,91.0623392504064,93638724,192187638306.355,179707978897.621,186929284269.732,190357233884.279,VNM,Lower middle income
2017,3.52025688811618,200.38458042639,101.593435844166,98.7911445822242,94596642,227345654409.109,209782413175.417,221074690783.384,223669103757.242,VNM,Lower middle income
2018,3.53943338061265,208.306665858343,105.831805095761,102.474860762582,95540395,259514070626.337,239708993156.681,251282383677.587,252314858712.617,VNM,Lower middle income
2019,,,,,,,,,,VNM,Lower middle income
1960,,,,,63689,,,,,VUT,Lower middle income
1961,,,,,65705,,,,,VUT,Lower middle income
1962,,,,,67794,,,,,VUT,Lower middle income
1963,,,,,69946,,,,,VUT,Lower middle income
1964,,,,,72115,,,,,VUT,Lower middle income
1965,,,,,74270,,,,,VUT,Lower middle income
1966,,,,,76395,,,,,VUT,Lower middle income
1967,,,,,78499,,,,,VUT,Lower middle income
1968,,,,,80657,,,,,VUT,Lower middle income
1969,,,,,82927,,,,,VUT,Lower middle income
1970,,,,,85377,,,,,VUT,Lower middle income
1971,,,,,88010,,,,,VUT,Lower middle income
1972,,,,,90809,,,,,VUT,Lower middle income
1973,,,,,93747,,,,,VUT,Lower middle income
1974,,,,,96774,,,,,VUT,Lower middle income
1975,,,,,99859,,,,,VUT,Lower middle income
1976,,,,,103006,,,,,VUT,Lower middle income
1977,5.73650947982463,,,,106200,,,,,VUT,Lower middle income
1978,6.41379310344847,,,,109405,,,,,VUT,Lower middle income
1979,4.16936703391666,,,,112549,,,,,VUT,Lower middle income
1980,11.2401493156364,74.9300026095109,33.1530404378401,41.7769621716708,115597,37603233.1751889,,47384759.5618813,,VUT,Lower middle income
1981,26.8456375838928,79.1121184892692,38.3741632662446,40.7379552230246,118541,37893106.8248582,,40227266.4131351,,VUT,Lower middle income
1982,6.67254556143446,88.0611724692201,42.765005801182,45.2961666680382,121395,41971562.6559122,,44455761.4751372,,VUT,Lower middle income
